标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
满5V1，全明三房，建西，低单价诚意出售房主自荐,陈家门小区   ,3室2厅,77.14平米,南,6,1987, 梅园 ,550,71299
南北两房 带40平阁楼，采光好 临前滩、临地铁 商场房主自荐,香樟苑北苑（海阳路1065弄）   ,2室1厅,84.37平米,南 北,6,1998, 杨思前滩 ,520,61634
售后公房一梯两户，内环内高 性 价 比，满五名下一套房主自荐,苗圃路138弄   ,2室1厅,84.93平米,南 西北,6,1996, 洋泾 ,530,62405
低总价！满五年！精装修！诚意出售看房方便！,桃林小区   ,2室1厅,74.32平米,东南,24,1997, 源深 ,580,78041
11+18号线御桥站，满五年，中间楼层，看房方便房主自荐,御桥花园   ,3室2厅,80.91平米,南,5,1996, 御桥 ,590,72921
此房满五年，小区中间精装修拎包住,新高苑(三期)   ,2室2厅,83.68平米,南 北,6,2011, 高行 ,500,59752
房子满五税费年，税费少，小区花园位置，,铂庭俱进家园   ,2室1厅,86.47平米,南,20,2010, 高行 ,558,64532
店长推荐新上房源⭐⭐税费少！采光好！,新世纪花苑(三期)(浦东)   ,2室1厅,77.74平米,南,6,2002, 世博 ,560,72035
幼小中齐全地铁口，南北通户型方正，精装领包入住！,中冶尚城   ,2室2厅,81.26平米,南 北,14,2010, 高行 ,698,85898
⭐⭐忍痛xi售，证大一期~1梯1户带庭园⭐⭐,证大家园(一期)   ,2室2厅,87平米,南,5,2002, 金桥 ,658,75633
内环内地段近地铁户型好户型 板正两房卫商圈配套齐全房主自荐,洋泾花园城   ,2室2厅,89.5平米,南,6,1996, 洋泾 ,678,75755
位置好楼层佳 南北通透 精装修可拎包入住 总价低,新高苑(二期)   ,2室2厅,87.05平米,南 北,11,2008, 高行 ,505,58013
低总价！满五年！精装修！诚意出售看房方便！,桃林小区   ,2室1厅,74.32平米,东南,24,1997, 源深 ,580,78041
01年多层三房挂牌出售，看房方便，价格好谈！,崮山小区一街坊   ,3室1厅,88.67平米,南 北,6,2001, 洋泾 ,700,78945
房龄新，居家精装，业主诚意足，楼层好,证大宽域   ,1室1厅,72.05平米,南,20,2009, 源深 ,790,109647
商品房，总价便宜，单价低，业主打新，诚心出售！房主自荐,恒大华城东林苑   ,3室1厅,79平米,南,6,2002, 杨思前滩 ,566,71646
自住装修，家的温馨，刚需必看，诚心出售。,绿地东上海二期   ,2室2厅,88.04平米,南,14,2010, 周浦 ,570,64744
7成一手动迁税费少，中区采光好，无占用总价低,地杰国际城D街坊   ,2室1厅,84.8平米,南,27,2009, 御桥 ,550,64859
视野很好，买进价格高，满五税费少。房主自荐,黄山始信苑   ,2室1厅,70.58平米,南,6,1998, 金杨 ,650,92095
前滩商务区，非顶楼板式户型，满年V一税少，采光刺眼,恒大华城上河苑   ,2室2厅,88.24平米,南,6,2001, 杨思前滩 ,680,77063
人车分流小区 万科物业 次新小区 近商场地铁,绿地东上海三期   ,2室2厅,89.05平米,南,21,2014, 周浦 ,590,66255
全南2卫，高区楼层，不靠高架+8平，前面是别墅视野好房主自荐,保利林语溪(公寓)   ,2室2厅,89.66平米,南,18,2011, 三林 ,509,56771
内环内 双轨交 采光好 税费少 双南两房房主自荐,陆家嘴滨江公馆   ,2室1厅,76.4平米,南,29,1994, 洋泾 ,580,75917
莲鼎苑 3室2厅 南,莲鼎苑   ,3室2厅,88.44平米,南,6,2002, 北蔡 ,650,73497
龙博公寓 全明两房 地铁100米 一手动迁,龙博公寓   ,2室1厅,78.86平米,南,11,2009, 北蔡 ,520,65940
万科经典两房，总价低，位置采光好，诚意出售；房主自荐,万科金色城市   ,2室2厅,77.32平米,南,18,2010, 御桥 ,756,97776
必看精装三房，闹中取静，位置无遮挡，采光很好,柳博小区(柳一小区)   ,3室1厅,78.56平米,南 北,6,1994, 金桥 ,505,64283
此房位于小区中间位置，比较安静,绿洲康城亲水湾(中央区)   ,2室2厅,74.89平米,南 北,18,2017, 御桥 ,515,68768
满堂北区，精装两房，有车位，高区景观视野好,锦绣满堂北区   ,2室1厅,88.03平米,南,21,2006, 杨东 ,800,90879
阁楼两房，附属空间，视野宽阔、采光充足、,玉兰香苑二期B块   ,2室2厅,74.71平米,南,6,2009, 张江 ,580,77634
次房满五年，精装修可拎包入住，位置好，采光视野好,东方明珠国际公寓   ,2室2厅,84.5平米,南,23,2005, 南码头 ,730,86391
满五年+拎包入住+视野开阔+坐拥绿色风景+黄色金子楼层,上南花苑(二期)   ,2室2厅,82.34平米,南,5,1998, 世博 ,670,81370
内环内，精装修，拎包入住，看房有钥匙房主自荐,东城新村   ,2室1厅,72.85平米,南,6,2003, 杨东 ,548,75224
自住装修，小区中间位置中间楼层 看房方便产权清晰房主自荐,桃林一小区   ,2室2厅,71.05平米,南,6,1995, 源深 ,699,98382
楼层略居中 交通便利 两室一厅 电梯房,东城新村   ,2室1厅,76.12平米,南,18,1999, 杨东 ,590,77510
稀  少非顶楼 两房+户型正+得房率高+满五年,上南花苑一期   ,2室1厅,81.44平米,南,7,1996, 世博 ,630,77358
满五 v一，业主诚意，纯商品房。,瑞达苑   ,2室2厅,80.96平米,南,6,1995, 花木 ,588,72629
中间位置安静 全南采光好 诚意出售 税费少,崮山小区二街坊   ,3室1厅,84.49平米,南,6,1999, 洋泾 ,698,82614
非顶楼 标杆小区中间位置两房 南北通风户型方正,龙阳花苑   ,2室1厅,87.51平米,南,6,1999, 南码头 ,710,81134
金爵南北直通 双面临湖 含冲电桩产权车位,保利金爵公寓   ,2室2厅,86.15平米,南,14,2009, 唐镇 ,595,69066
北滨黄浦江，内环内！一梯两户边套全明户型，中间楼层房主自荐,苗圃路138弄   ,2室1厅,88.22平米,南,6,1996, 洋泾 ,550,62345
中间楼层，全明户型，精装修，小区中间位置房主自荐,欣晟家园   ,2室1厅,87.51平米,南 北,5,2002, 塘桥 ,720,82277
内环内世纪公园地铁口200米、00后钢混+现浇结构两房,六街坊小区   ,2室2厅,83.4平米,南,6,2000, 花木 ,658,78897
杨思前滩+2013年房子+电梯南北户型+诚意出售房主自荐,三杨新村一街坊   ,2室2厅,75.33平米,南 北,17,2013, 杨思前滩 ,618,82040
世博南北通透+2010房龄+地铁口390米+有车库+采光好房主自荐,浦虹苑   ,2室2厅,85.33平米,南 北,11,2010, 世博 ,562,65862
三林前滩，双轨交汇，品质小区，高区景观，随时看房,金地湾流域（三期366弄别墅/大平层）   ,2室2厅,89.67平米,南,14,2010, 三林 ,785,87544
电梯高区＋双轨交＋业主诚意＋双南阳光房＋精装修,金橘新苑（北区）   ,2室1厅,81.56平米,南,11,2006, 三林 ,582,71359
位置安静+昌邑+中间楼层+户型方正全明户型+采光好,大华锦绣华城(九街区)   ,2室2厅,80.63平米,南,6,2006, 北蔡 ,630,78135
花园小区，中高区俯瞰小区全景， 满五年精装修带车位,绿地香颂(浦东)(公寓)   ,3室2厅,87.96平米,南,18,2011, 三林 ,558,63438
三林楼中复试 精装修 客厅不算产证面积 有车位,浦发御园   ,3室2厅,85.97平米,南 北,11,2013, 三林 ,759,88287
全南2卫，精装高区，不靠高架，+8平套内,保利林语溪(公寓)   ,2室2厅,89平米,南,18,2011, 三林 ,529,59439
"金色中环,双地铁口，婚房装修，满五年为一，诚意出售",地杰国际城D街坊   ,2室2厅,80.96平米,南,18,2009, 御桥 ,598,73864
内环北滨江板块+双轨+电梯房+此房源满五年没有个税房主自荐,陆家嘴滨江公馆   ,2室2厅,72.47平米,南,29,1994, 洋泾 ,560,77274
【重磅】罕有景观楼层+三开间朝南+欢迎品鉴,证大家园(一期)   ,2室2厅,86.97平米,南,11,2002, 金桥 ,715,82213
满五唯 一！南北精品2房！1梯2户！随时可看！,绿地崴廉公寓   ,2室1厅,88.01平米,南,14,2005, 高行 ,535,60789
河景房+在售好户型+满五+双CBD+双轨道交通+急售,东方悦居   ,2室1厅,72.28平米,南,18,2008, 杨思前滩 ,515,71251
前滩旁  地铁口  次新小区得房率高  居家装修,海尚新纪园   ,2室2厅,86.77平米,南,11,2014, 三林 ,680,78369
中高楼层采光视野好+南北通+业主急售+诚意出售房主自荐,绿地东上海二期   ,2室1厅,88.04平米,南,14,2010, 周浦 ,538,61109
近地铁小区自带2万方活水湖景篮球场网球场,明天华城   ,2室2厅,89.64平米,南 北,16,2011, 周浦 ,555,61915
此房户型正气，精装修，2011年次新房龄，随时看房房主自荐,明天华城   ,2室1厅,89.71平米,南,16,2011, 周浦 ,580,64653
前滩旁6/8/11/19四轨 次新南北两房随时看房 喜欢您来房主自荐,海尚新纪园   ,2室2厅,86.77平米,南 北,11,2014, 三林 ,750,86436
经典三房，保养如新，中间楼层，采光视野佳，诚意出售房主自荐,浦发罗兰翡丽   ,3室1厅,89.14平米,南,17,2017, 唐镇 ,735,82455
前滩傍 商品房小区 板式南北两房 小区花园位置房主自荐,恒大华城长清苑   ,2室2厅,88.18平米,南 北,5,1999, 杨思前滩 ,599,67930
满五年，户型南北通，设计师装修风格，位置居中房主自荐,证大家园(三期)   ,2室2厅,88平米,南,6,2005, 金桥 ,688,78182
南北通的两房。楼层好，视野开阔，采光充足交通便利。房主自荐,东城新村   ,2室1厅,73.3平米,南,6,2003, 杨东 ,530,72306
房子满五年，税费少，位置好，业主诚意出售，到价就签,毕加索小镇(一期)(公寓)   ,2室2厅,89.47平米,南 北,8,2010, 唐镇 ,555,62032
张江南 品质小区南北2+1房A1新中式风中Y空调 看房方便房主自荐,印象春城   ,2室2厅,88.89平米,南 北,18,2011, 周浦 ,540,60750
急急！小陆家嘴三房，中间楼层，位置安静，置换诚意卖,潍坊九村   ,3室0厅,72.11平米,南,6,1987, 潍坊 ,610,84593
户型罕有，中间楼层，采光相当棒，采光好视野好通风好房主自荐,证大家园(一期)   ,2室2厅,89.28平米,南,5,2002, 金桥 ,658,73701
品质小区！实用面积大！高楼层采光视野好！可拎入住,象屿鼎城(公寓)   ,3室2厅,89.94平米,南,8,2013, 川沙 ,636,70714
商圈配套齐全，装修好，视野宽阔,东城新村   ,2室2厅,72.3平米,南,18,2003, 杨东 ,666,92117
全明户型东边套、金楼层、南北通三房、临前滩,香樟苑北苑（海阳路1065弄）   ,3室1厅,81.65平米,南 北,6,1997, 杨思前滩 ,500,61237
前滩辐射+11年商品房+满五+户型方正房主自荐,中海御景熙岸(公寓)   ,3室2厅,88.41平米,南,18,2011, 三林 ,570,64473
张江南次新品质小区 中yang空调+地暖 全人车分流房主自荐,锦绣御澜   ,3室2厅,88.33平米,南,18,2022, 周浦 ,668,75626
三轨交 动迁税费少 中楼层 小区中间位置房主自荐,金杨新村四街坊   ,2室1厅,75.63平米,南,7,1994, 金杨 ,580,76690
崮山2001年双南两房视野好正中位置,崮山小区一街坊   ,2室1厅,73.06平米,南,6,2001, 洋泾 ,565,77334
全新精装满两年，税费各付，中间楼层原始双南改南北通,都市庭院   ,2室2厅,88.47平米,南,6,1999, 世博 ,660,74602
相临仁恒河滨城，小区属于联洋国际社区内，品质不错,吉云公寓   ,2室1厅,77.62平米,南,6,1995, 联洋 ,798,102809
花木苑 2室1厅 南新上,花木苑   ,2室1厅,74.81平米,南,6,2000, 花木 ,650,86887
紧靠公园位置安静+精装修保养好拎包入住+满五税费少,高弘家苑   ,2室1厅,89.62平米,南 北,15,2011, 高行 ,699,77996
金融家精装落地窗两房，边套位置,金融家   ,2室1厅,88.39平米,南 北,8,未知, 唐镇 ,580,65619
双桥双天井花园好房，老人，喜爱花园的客户的选择,双桥小区   ,2室2厅,76.17平米,南,6,2002, 金桥 ,530,69582
售后公房一梯两户，内环内高 性 价 比，满五名下一套房主自荐,苗圃路138弄   ,2室1厅,84.93平米,南 西北,6,1996, 洋泾 ,530,62405
纯商品品质小区小区安静环境优美南北户型,金舟苑   ,2室2厅,88.92平米,南,6,2002, 金桥 ,560,62978
精致一室户 07年商品房 业主诚意 看房方便,锦绣花木公寓   ,1室2厅,80.91平米,南,14,2007, 杨东 ,710,87752
"地铁口，商品房，户型好，一梯2户，不靠路,等电梯施工",上泰花苑   ,2室1厅,84.15平米,南,6,1998, 金杨 ,549,65241
金色中环带6/11号线+电梯高区+不靠路+朝南性 价比两房,金禾新苑   ,2室1厅,71.06平米,南,11,2006, 三林 ,550,77400
前滩辐射+单价低+精装修+11号线+配套成熟06年房龄,金禾新苑   ,2室1厅,80.53平米,北,11,2006, 三林 ,530,65814
全明双南户型，采光，通风效果好，近地铁，近公园房主自荐,花木苑   ,2室1厅,74.81平米,南,6,2000, 花木 ,650,86887
只售链家客户，十万火急，景观楼层，自住精装税低！房主自荐,高海家苑   ,2室2厅,89.01平米,南,14,2011, 高行 ,698,78419
万科经典两房，总价低，位置采光好，诚意出售；房主自荐,万科金色城市   ,2室2厅,77.32平米,南,18,2010, 御桥 ,756,97776
精致小两房 离地铁近 商品房小区 环境优美,崮山小区一街坊   ,2室2厅,73.06平米,南 北,6,2001, 洋泾 ,530,72544
7成一手动迁税费少，中区采光好，无占用总价低,地杰国际城D街坊   ,2室1厅,84.8平米,南,27,2009, 御桥 ,550,64859
楼层略居中 交通便利 两室一厅 电梯房,东城新村   ,2室1厅,76.12平米,南,18,1999, 杨东 ,590,77510
名门世家(浦东) 2室2厅 南 北房主自荐,名门世家(浦东)   ,2室2厅,75.73平米,南 北,6,1998, 洋泾 ,658,86888
精装全配的温馨的电梯中区两房，江滨江景房，格局正气,东三街30号   ,2室1厅,80.75平米,南,15,1998, 南码头 ,525,65016
满五年次新小区 高区景观 精装修交付 带车位,世茂云图   ,3室2厅,87平米,南,16,未知, 康桥 ,650,74713
单价8万+买碧云，满五年税费低，二期通燃气业主急售房主自荐,金桥酒店公寓   ,1室1厅,75.22平米,南,19,2003, 碧云 ,620,82425
房东诚意出售，看房提前预约，可随时签字，三期复式房主自荐,金桥酒店公寓   ,3室1厅,79.37平米,南,4,2005, 碧云 ,650,81895
新出边套+2改3+品质社区，花园位置视野好+北看陆家嘴房主自荐,峨海小区   ,3室2厅,77.8平米,南 北,7,1999, 塘桥 ,676,86890
中环内，2015年次新小区，经典板式户型，看房方便,德锦苑   ,2室2厅,88.65平米,南,14,2015, 北蔡 ,527,59448
非顶楼 高区采光好 满五 无个税 临地铁，看房预约房主自荐,巨东小区   ,3室0厅,71.48平米,南 北,6,1994, 洋泾 ,558,78064
东方城市花园二期 全南户型  好楼层  好位置,东方城市花园(二期)   ,1室2厅,78.25平米,南,24,2005, 南码头 ,690,88179
自住精装修 满五年V壹 观澜+川中都 随时看房 价都好谈,贝越水岸名邸   ,2室1厅,84.96平米,南,8,2007, 川沙 ,520,61206
张江南 南北通2+1户型 精装修  无遮挡 诚意出售房主自荐,印象春城   ,2室2厅,89.56平米,南,15,2011, 周浦 ,520,58062
7号线杨高南路站一梯两户低区非底楼诚意出售,大华锦绣华城(一街区)   ,2室2厅,73.7平米,南,6,2008, 北蔡 ,570,77341
张江镇中芯，看房有钥匙，业主诚意出售，价格可谈房主自荐,建中路171弄   ,3室1厅,85.76平米,南 北,6,1993, 张江 ,510,59469
满五 v一，业主诚意，纯商品房。,瑞达苑   ,2室2厅,80.96平米,南,6,1995, 花木 ,588,72629
小区央位、婚房精装、三开间朝南、大花园、明珠配套,新里城和合苑   ,3室2厅,86.58平米,南,6,1999, 杨思前滩 ,629,72650
电梯高层 采光视野无遮挡，近双轨配套完善，拎包入住,地杰国际城E欧泊时光   ,2室2厅,84.42平米,南,26,2007, 御桥 ,672,79602
高区、南北通飞机户型采光绝、靠别墅无遮挡,中海御景熙岸(公寓)   ,3室2厅,88.76平米,南 北,20,2011, 三林 ,555,62529
全南2卫，精装高区，不靠高架，+8平套内，全明全亮房主自荐,保利林语溪(公寓)   ,2室2厅,89.79平米,南,18,2011, 三林 ,515,57357
证大家园(二期) 2室2厅 南,证大家园(二期)   ,2室2厅,87.65平米,南,6,2002, 金桥 ,670,76441
新gua中间位置+凤凰楼层+4期次新+景观房+有地库车位房主自荐,绿洲康城亲水湾(中央区)   ,2室2厅,82.61平米,南 北,18,2017, 御桥 ,636,76989
精装修地暖，拎包入住，地铁近，诚意出售,南二街坊   ,2室2厅,82.26平米,南,6,1998, 金桥 ,500,60783
B户型附25平，前排别墅，后面体育公园，全屋地暖,保利林语溪(公寓)   ,3室2厅,89.09平米,南 北,18,2011, 三林 ,670,75205
前滩辐射+高区非顶楼无遮挡+满五无个税+8平房主自荐,保利林语溪(公寓)   ,2室2厅,89.79平米,南,18,2011, 三林 ,515,57357
一手动迁税费少 近世纪公园 户型通透 楼层佳房主自荐,花木苑   ,2室1厅,74.23平米,南,6,2000, 花木 ,628,84602
店长主推，唐镇业主出国急售很急很急M5V1次顶楼,浦发罗兰翡丽   ,3室1厅,89.14平米,南,17,2017, 唐镇 ,740,83016
